LangID	CountryID	LangStatus	Name
kdi	UG	L	Kumam
kdj	UG	L	Karamojong
kdk	NC	L	Numee
kdl	NG	L	Tsikimba
kdm	NG	L	Kagoma
kdn	ZW	L	Kunda
kdp	NG	L	Kaningkom-Nindem
kdq	IN	L	Koch
kdr	UA	N	Karaim
kdt	TH	L	Kuy
kdu	SD	L	Kadaru
kdv	MM	L	Kadu
kdw	ID	L	Koneraw
kdx	NG	L	Kam
kdy	ID	L	Keijar
kdz	CM	L	Kwaja
kea	CV	L	Kabuverdianu
keb	GA	L	Kélé
kec	SD	L	Keiga
ked	TZ	L	Kerewe
kee	US	L	Keres, Eastern
kef	TG	L	Kpessi
keg	SD	L	Tese
kei	ID	L	Kei
kej	IN	L	Kadar
kek	GT	L	Q'eqchi'
kel	CD	L	Kela
kem	TL	L	Kemak
ken	CM	L	Kenyang
keo	UG	L	Kakwa
kep	IN	L	Kaikadi
keq	IN	L	Kamar
ker	TD	L	Kera
kes	NG	L	Kugbo
ket	RU	N	Ket
keu	TG	L	Akebu
kev	IN	L	Kanikkaran
kew	PG	L	Kewa, West
kex	IN	L	Kukna
key	IN	L	Kupia
kez	NG	L	Kukele
kfa	IN	L	Kodava
kfb	IN	L	Kolami, Northwestern
kfc	IN	L	Konda-Dora
kfd	IN	L	Koraga, Korra
kfe	IN	L	Kota
kff	IN	L	Koya
kfg	IN	L	Kudiya
kfh	IN	L	Kurichiya
kfi	IN	L	Kurumba, Kannada
kfj	CN	L	Kemiehua
kfk	IN	L	Kinnauri
kfl	CM	L	Kung
kfm	IR	L	Khunsari
kfn	CM	L	Kuk
kfo	CI	L	Koro
kfp	IN	L	Korwa
kfq	IN	L	Korku
kfr	IN	L	Kachchi
kfs	IN	L	Bilaspuri
kft	IN	L	Kanjari
kfu	IN	L	Katkari
kfv	IN	L	Kurmukar
kfw	IN	L	Naga, Kharam
kfx	IN	L	Pahari, Kullu
kfy	IN	L	Kumaoni
kfz	BF	L	Koromfé
kga	CI	L	Koyaga
kgb	ID	L	Kawe
kgc	LA	L	Kasseng
kgd	LA	L	Kataang
kge	ID	L	Komering
kgf	PG	L	Kube
kgg	NP	N	Kusunda
kgh	PH	L	Kalinga, Upper Tanudan
kgi	MY	L	Selangor Sign Language
kgj	NP	L	Kham, Gamale
kgk	BR	L	Kaiwá
kgl	AU	X	Kunggari
kgm	BR	X	Karipúna
kgn	IR	L	Karingani
kgo	SD	L	Krongo
kgp	BR	L	Kaingang
kgq	ID	L	Kamoro
kgr	ID	L	Abun
kgs	AU	N	Kumbainggar
kgt	NG	N	Somyev
kgu	PG	L	Kobol
kgv	ID	L	Karas
kgw	ID	L	Karon Dori
kgx	ID	L	Kamaru
kgy	NP	L	Kyerung
kha	IN	L	Khasi
khb	CN	L	Lü
khc	ID	L	Tukang Besi North
khd	ID	N	Kanum, Bädi
khe	ID	L	Korowai
khf	LA	L	Khuen
khg	CN	L	Tibetan, Khams
khh	ID	L	Kehu
khj	NG	L	Kuturmi
khk	MN	L	Mongolian, Halh
khl	PG	L	Lusi
khm	KH	L	Khmer, Central
khn	IN	L	Khandesi
khp	ID	L	Kapauri
khq	ML	L	Songhay, Koyra Chiini
khr	IN	L	Kharia
khs	PG	L	Kasua
kht	MM	L	Khamti
khu	AO	L	Nkumbi
khv	RU	L	Khvarshi
khw	PK	L	Khowar
khx	CD	L	Kanu
khy	CD	L	Kele
khz	PG	L	Keapara
kia	TD	L	Kim
kib	SD	L	Koalib
kic	US	L	Kickapoo
kid	CM	L	Koshin
kie	TD	L	Kibet
kif	NP	L	Kham, Eastern Parbate
kig	ID	L	Kimaghima
kih	PG	L	Kilmeri
kii	US	X	Kitsai
kij	PG	L	Kilivila
kik	KE	L	Gikuyu
kil	NG	L	Kariya
kim	RU	L	Karagas
kin	RW	L	Rwanda
kio	US	L	Kiowa
kip	NP	L	Kham, Sheshi
kiq	ID	L	Kosare
kir	KG	L	Kyrgyz
kis	PG	L	Kis
kit	PG	L	Agob
kiu	TR	L	Kirmanjki
kiv	TZ	L	Kimbu
kiw	PG	L	Kiwai, Northeast
kix	IN	L	Naga, Khiamniungan
kiy	ID	L	Kirikiri
kiz	TZ	L	Kisi
kja	ID	L	Mlap
kjb	GT	L	Q'anjob'al, Eastern
kjc	ID	L	Konjo, Coastal
kjd	PG	L	Kiwai, Southern
kje	ID	L	Kisar
kjf	AZ	L	Khalaj
kjg	LA	L	Khmu
kjh	RU	L	Khakas
kji	SB	L	Zabana
kjj	AZ	L	Khinalugh
kjk	ID	L	Konjo, Highland
kjl	NP	L	Kham, Western Parbate
kjm	VN	L	Kháng
kjn	AU	L	Kunjen
kjo	IN	L	Kinnauri, Harijan
kjp	MM	L	Karen, Pwo Eastern
kjq	US	L	Keres, Western
kjr	ID	L	Kurudu
kjs	PG	L	Kewa, East
kjt	TH	L	Karen, Phrae Pwo
kju	US	N	Kashaya
kjx	PG	L	Ramopa
kjy	PG	L	Erave
kjz	BT	L	Bumthangkha
kka	NG	L	Kakanda
kkb	ID	N	Kwerisa
kkc	PG	L	Odoodee
kkd	NG	L	Kinuku
kke	GN	L	Kakabe
kkf	IN	L	Monpa, Kalaktang
kkg	PH	L	Kalinga, Mabaka Valley
kkh	MM	L	Khün
kki	TZ	L	Kagulu
kkj	CM	L	Kako
kkk	SB	L	Kokota
kkl	ID	L	Yale, Kosarek
kkm	NG	N	Kiong
kkn	CN	L	Kon Keu
kko	SD	L	Karko
kkp	AU	N	Gugubera
kkq	CD	L	Kaiku
kkr	NG	L	Kir-Balar
kks	NG	L	Giiwo
kkt	NP	L	Koi
kku	NG	L	Tumi
kkv	ID	L	Kangean
kkw	CG	L	Teke-Kukuya
kkx	ID	L	Kohin
kky	AU	N	Guguyimidjir
kkz	CA	L	Kaska
kla	US	N	Klamath-Modoc
klb	MX	N	Kiliwa
klc	CM	L	Kolbila
kld	AU	N	Gamilaraay
kle	NP	L	Kulung
klf	TD	L	Kendeje
klg	PH	L	Kalagan, Tagakaulu
klh	PG	L	Weliki
kli	ID	L	Kalumpang
klj	IR	L	Khalaj, Turkic
klk	NG	L	Kono
kll	PH	L	Kalagan, Kagan
klm	PG	L	Kolom
klo	NG	L	Kapya
klp	PG	N	Kamasa
klq	PG	L	Rumu
klr	NP	L	Khaling
kls	PK	L	Kalasha
klt	PG	L	Nukna
klu	LR	L	Klao
klv	VU	L	Maskelynes
klw	ID	L	Lindu
klx	PG	L	Koluwawa
kly	ID	L	Kalao
klz	ID	L	Kabola
kma	GH	L	Konni
kmb	AO	L	Kimbundu
kmc	CN	L	Dong, Southern
kmd	PH	L	Kalinga, Madukayang
kme	CM	L	Bakole
kmf	PG	L	Kare
kmg	PG	L	Kâte
kmh	PG	L	Kalam
kmi	NG	L	Kami
kmj	IN	L	Kumarbhag Paharia
kmk	PH	L	Kalinga, Limos
kml	PH	L	Kalinga, Lower Tanudan
kmm	IN	L	Kom
kmn	PG	L	Awtuw
kmo	PG	L	Kwoma
kmp	CM	L	Gimme
kmq	ET	L	Kwama
kmr	TR	L	Kurdish, Northern
kms	PG	L	Kamasau
kmt	ID	L	Kemtuik
kmu	PG	L	Kanite
kmv	BR	L	Karipúna Creole French
kmw	CD	L	Komo
kmx	PG	L	Waboda
kmy	NG	L	Koma
kmz	IR	L	Khorasani Turkish
kna	NG	L	Dera
knb	PH	L	Kalinga, Lubuagan
knc	NG	L	Kanuri, Central
knd	ID	L	Konda
kne	PH	L	Kankanaey
knf	GW	L	Mankanya
kng	CD	L	Koongo
kni	NG	L	Kanufi
knj	GT	L	Akateko
knk	SL	L	Kuranko
knl	ID	L	Keninjal
knm	BR	L	Kanamarí
knn	IN	L	Konkani
kno	SL	L	Kono
knp	CM	L	Kwanja
knq	MY	L	Kintaq
knr	PG	L	Kaningra
kns	MY	L	Kensiu
knt	BR	L	Katukína, Panoan
knu	GN	L	Kono
knv	PG	L	Tabo
knw	NA	L	Kung-Ekoka
knx	ID	L	Kendayan
kny	CD	L	Kanyok
knz	BF	L	Kalamsé
koa	PG	L	Konomala
koc	NG	X	Kpati
kod	ID	L	Kodi
koe	SD	L	Kacipo-Balesi
kof	NG	X	Kubi
kog	CO	L	Kogi
koh	CG	L	Koyo
koi	RU	L	Komi-Permyak
koj	CF	L	Sara Dunjo
kol	PG	L	Kol
koo	UG	L	Konzo
kop	PG	L	Kwato
koq	GA	L	Kota
kor	KR	L	Korean
kos	FM	L	Kosraean
kot	CM	L	Lagwan
kou	TD	L	Koke
kov	NG	N	Kudu-Camo
kow	NG	L	Kugama
kox	CO	X	Coxima
koy	US	L	Koyukon
koz	PG	L	Korak
kpa	NG	L	Kutto
kpb	IN	L	Kurumba, Mullu
kpc	CO	L	Curripaco
kpd	ID	L	Koba
kpf	PG	L	Komba
kpg	FM	L	Kapingamarangi
kph	GH	L	Kplang
kpi	ID	L	Kofei
kpj	BR	L	Karajá
kpk	NG	L	Kpan
kpl	CD	L	Kpala
kpm	VN	L	Koho
kpn	BR	X	Kepkiriwát
kpo	TG	L	Ikposo
kpp	MM	L	Karen, Paku
kpq	ID	L	Korupun-Sela
kpr	PG	L	Korafe-Yegha
kps	ID	L	Tehit
kpt	RU	L	Karata
kpu	ID	L	Kafoa
kpv	RU	L	Komi-Zyrian
kpw	PG	L	Kobon
kpx	PG	L	Koiali, Mountain
kpy	RU	L	Koryak
kpz	UG	L	Kupsabiny
kqa	PG	L	Mum
kqb	PG	L	Kovai
kqc	PG	L	Doromu-Koki
kqd	IQ	L	Koy Sanjaq Surat
kqe	PH	L	Kalagan
kqf	PG	L	Kakabai
kqg	BF	L	Khe
kqh	TZ	L	Kisankasa
kqi	PG	L	Koitabu
kqj	PG	L	Koromira
kqk	BJ	L	Gbe, Kotafon
kql	PG	L	Kyenele
kqm	CI	L	Khisa
kqn	ZM	L	Kaonde
kqo	LR	L	Krahn, Eastern
kqp	TD	L	Kimré
kqq	BR	L	Krenak
kqr	MY	L	Kimaragang
kqs	GN	L	Kissi, Northern
kqt	MY	L	Kadazan, Klias River
kqu	ZA	X	Seroa
kqv	ID	L	Okolod
kqw	PG	L	Kandas
kqx	CM	L	Mser
kqy	ET	L	Koorete
kqz	ZA	X	Korana
kra	NP	L	Kumhali
krb	US	X	Karkin
krc	RU	L	Balkar
krd	TL	L	Kairui-Midiki
kre	BR	L	Panará
krf	VU	L	Koro
krh	NG	L	Kurama
kri	SL	L	Krio
krj	PH	L	Kinaray-A
krk	RU	X	Kerek
krl	RU	L	Karelian
krm	SL	L	Krim
krn	LR	L	Sapo
krp	NG	L	Korop
krr	KH	L	Kru'ng 2
krs	SD	L	Gbaya
krt	NE	L	Kanuri, Tumari
kru	IN	L	Kurux
krv	KH	L	Kavet
krw	LR	L	Krahn, Western
krx	SN	L	Karon
kry	AZ	L	Kryts
krz	ID	L	Kanum, Sota
ksa	NG	L	Shuwa-Zamani
ksb	TZ	L	Shambala
ksc	PH	L	Kalinga, Southern
ksd	PG	L	Kuanua
kse	PG	L	Kuni
ksf	CM	L	Bafia
ksg	SB	L	Kusaghe
ksh	DE	L	Kölsch
ksi	PG	L	Isaka
ksj	PG	L	Uare
ksk	US	N	Kansa
ksl	PG	L	Kumalu
ksm	NG	L	Kumba
ksn	PH	L	Kasiguranin
kso	NG	L	Kofa
ksp	CF	L	Kaba
ksq	NG	L	Kwaami
ksr	PG	L	Borong
kss	LR	L	Kisi, Southern
kst	BF	L	Winyé
ksu	IN	N	Khamyang
ksv	CD	L	Kusu
ksw	MM	L	Karen, S'gaw
ksx	ID	L	Kedang
ksy	IN	L	Kharia Thar
ksz	IN	L	Kodaku
kta	VN	L	Katua
ktb	ET	L	Kambaata
ktc	NG	L	Kholok
ktd	AU	N	Kokata
kte	NP	L	Nubri
ktf	CD	L	Kwami
ktg	AU	X	Kalkutung
kth	TD	L	Karanga
kti	ID	L	Muyu, North
ktj	CI	L	Krumen, Plapo
ktk	PG	X	Kaniet
ktl	IR	L	Koroshi
ktm	PG	L	Kurti
ktn	BR	L	Karitiâna
kto	PG	L	Kuot
ktp	CN	L	Kaduo
ktq	PH	X	Katabaga
ktr	MY	L	Kota Marudu Tinagas
kts	ID	L	Muyu, South
ktt	ID	L	Ketum
ktu	CD	L	Kituba
ktv	VN	L	Katu, Eastern
ktw	US	X	Kato
ktx	BR	L	Kaxararí
kty	CD	L	Kango
ktz	BW	L	Ju/'hoan
kua	AO	L	Oshiwambo
kub	NG	L	Kutep
kuc	ID	L	Kwinsu
kud	PG	L	'Auhelawa
kue	PG	L	Kuman
kuf	LA	L	Katu, Western
kug	NG	L	Kupa
kuh	NG	L	Kushi
kui	BR	L	Kuikúro-Kalapálo
kuj	TZ	L	Kuria
kuk	ID	L	Kepo'
kul	NG	L	Kulere
kum	RU	L	Kumyk
kun	ER	L	Kunama
kuo	PG	L	Kumukio
kup	PG	L	Kunimaipa
kuq	BR	L	Karipuna
kus	GH	L	Kusaal
kut	CA	L	Kutenai
kuu	US	L	Kuskokwim, Upper
kuv	ID	L	Kur
kuw	CF	L	Kpagua
kux	AU	L	Kukatja
kuy	AU	L	Kuuku-Ya'u
kuz	CL	X	Kunza
kva	RU	L	Bagvalal
kvb	ID	L	Kubu
kvc	PG	L	Kove
kvd	ID	L	Kui
kve	MY	L	Kalabakan
kvf	TD	L	Kabalai
kvg	PG	L	Kuni-Boazi
kvh	ID	L	Komodo
kvi	TD	L	Kwang
kvj	CM	L	Psikye
kvk	KR	L	Korean Sign Language
kvl	MM	L	Karen, Brek
kvm	CM	L	Kendem
kvn	CO	L	Kuna, Border
kvo	ID	L	Dobel
kvp	ID	L	Kompane
kvq	MM	L	Karen, Geba
kvr	ID	L	Kerinci
kvs	AU	N	Kunggara
kvt	MM	L	Karen, Lahta
kvu	MM	L	Karen, Yinbaw
kvv	ID	L	Kola
kvw	ID	L	Wersing
kvx	PK	L	Koli, Parkari
kvy	MM	L	Karen, Yintale
kvz	ID	L	Tsaukambo
kwa	BR	L	Dâw
kwb	NG	L	Kwa
kwc	CG	L	Likwala
kwd	SB	L	Kwaio
kwe	ID	L	Kwerba
kwf	SB	L	Kwara'ae
kwg	TD	L	Kaba Démé, Sara
kwh	ID	L	Kowiai
kwi	CO	L	Awa-Cuaiquer
kwj	PG	L	Kwanga
kwk	CA	L	Kwakiutl
kwl	NG	L	Kofyar
kwm	NA	L	Kwambi
kwn	NA	L	Kwangali
kwo	PG	L	Kwomtari
kwp	CI	L	Kodia
kwq	NG	L	Kwak
kwr	ID	L	Kwer
kws	CD	L	Kwese
kwt	ID	L	Kwesten
kwu	CM	L	Kwakum
kwv	TD	L	Kaba Náà, Sara
kww	SR	L	Kwinti
kwx	IN	L	Khirwar
kwy	CD	L	Kongo, San Salvador
kwz	AO	X	Kwadi
kxa	PG	L	Kairiru
kxb	CI	L	Krobu
kxc	ET	L	Konso
kxd	BN	L	Brunei
kxe	NG	L	Kakihum
kxf	MM	L	Karen, Manumanaw
kxh	ET	L	Karo
kxi	MY	L	Keningau Murut
kxj	TD	L	Kulfa
kxk	MM	L	Karen, Zayein
kxl	NP	L	Kurux, Nepali
kxm	TH	L	Khmer, Northern
kxn	MY	L	Melanau, Kanowit-Tanjong
kxo	BR	X	Kanoé
kxp	IN	L	Koli, Wadiyara
kxq	ID	L	Kanum, Smärky
kxr	PG	L	Koro
kxs	CN	L	Kangjia
kxt	PG	L	Koiwat
kxu	IN	L	Kui
kxv	IN	L	Kuvi
kxw	PG	L	Konai
kxx	CG	L	Likuba
kxy	VN	L	Kayong
kxz	PG	L	Kerewo
kya	TZ	L	Kwaya
kyb	PH	L	Kalinga, Butbut
kyc	PG	L	Kyaka
kyd	ID	L	Karey
kye	GH	L	Krache
kyf	CI	L	Kouya
kyg	PG	L	Keyagana
kyh	US	L	Karok
kyi	MY	L	Kiput
kyj	PH	L	Karao
kyk	PH	L	Kamayo
kyl	US	N	Kalapuya
kym	CF	L	Kpatili
kyn	PH	L	Karolanos
kyo	ID	L	Kelon
kyp	LA	L	Kang
kyq	TD	L	Kenga
kyr	BR	L	Kuruáya
kys	MY	L	Kayan, Baram
kyt	ID	L	Kayagar
kyu	MM	L	Kayah, Western
kyv	NP	L	Kayort
kyw	IN	L	Kudmali
kyx	PG	L	Rapoisi
kyy	PG	L	Kambaira
kyz	BR	L	Kayabí
kza	BF	L	Karaboro, Western
kzb	ID	L	Kaibobo
kzc	CI	L	Kulango, Bondoukou
kzd	ID	L	Kadai
kze	PG	L	Kosena
kzf	ID	L	Kaili, Da'a
kzg	JP	L	Kikai
kzh	SD	L	Kenuzi-Dongola
kzi	MY	L	Kelabit
kzj	MY	L	Kadazan, Coastal
kzk	SB	X	Kazukuru
kzl	ID	N	Kayeli
kzm	ID	L	Kais
kzn	MW	L	Kokola
kzo	GA	L	Kaningi
kzp	ID	L	Kaidipang
kzq	NP	L	Kaike
kzr	CM	L	Karang
kzs	MY	L	Dusun, Sugut
kzt	MY	L	Dusun, Tambunan
kzu	ID	L	Kayupulau
kzv	ID	L	Komyandaret
kzw	BR	X	Karirí-Xocó
kzx	ID	N	Kamarian
kzy	CD	L	Kango
kzz	ID	L	Kalabra
laa	PH	L	Subanun, Lapuyan
lac	MX	L	Lacandon
lad	IL	L	Ladino
lae	IN	L	Pattani
laf	SD	L	Lafofa
lag	TZ	L	Langi
lai	MW	L	Lambya
laj	UG	L	Lango
lak	NG	L	Laka
lal	CD	L	Lalia
lam	ZM	L	Lamba
lan	NG	L	Laru
lao	LA	L	Lao
lap	TD	L	Laka
laq	VN	L	Qabiao
lar	GH	L	Larteh
las	TG	L	Lama
lat	VA	S	Latin
lau	ID	L	Laba
lav	LV	L	Latvian
law	ID	L	Lauje
lax	IN	L	Tiwa
lay	MM	L	Lama
laz	PG	X	Aribwatsa
lba	MM	L	Lui
lbb	PG	L	Label
lbc	CN	L	Lakkia
lbe	RU	L	Lak
lbf	IN	L	Tinani
lbg	MM	L	Laopang
lbi	CM	S	La'bi
lbj	IN	L	Ladakhi
lbm	IN	L	Lodhi
lbn	LA	L	Lamet
lbo	LA	L	Laven
lbq	PG	L	Wampar
lbr	NP	L	Lorung, Northern
lbs	LY	L	Libyan Sign Language
lbt	VN	L	Lachi
lbu	PG	L	Labu
lbv	PG	L	Lavatbura-Lamusong
lbw	ID	L	Tolaki
lbx	ID	L	Lawangan
lby	AU	X	Lamu-Lamu
lbz	AU	N	Lardil
lcc	ID	L	Legenyem
lcd	ID	L	Lola
lce	ID	L	Loncong
lcf	ID	L	Lubu
lch	AO	L	Lucazi
lcl	ID	L	Lisela
lcm	PG	L	Tungag
lcp	TH	L	Lawa, Mae Hong Son
lcq	ID	L	Luhu
lcs	ID	L	Lisabata-Nuniali
ldb	NG	L	Idun
ldd	NG	N	Luri
ldg	NG	L	Lenyima
ldh	NG	L	Lamja-Dengsa-Tola
ldi	CG	L	Laari
ldj	NG	L	Lemoro
ldk	NG	L	Leelau
ldl	NG	L	Kaan
ldm	GN	L	Landoma
ldo	NG	L	Loo
ldp	NG	L	Tso
ldq	NG	N	Lufu
lea	CD	L	Lega-Shabunda
leb	ZM	L	Lala-Bisa
lec	BO	N	Leco
led	CD	L	Lendu
lee	BF	L	Lyélé
lef	GH	L	Lelemi
leg	PY	L	Lengua
leh	ZM	L	Lenje
lei	PG	L	Lemio
lej	CD	L	Lengola
lek	PG	L	Leipon
lel	CD	L	Lele
lem	CM	L	Nomaande
len	HN	N	Lenca
leo	CM	S	Leti
lep	IN	L	Lepcha
leq	PG	L	Lembena
ler	PG	L	Lenkau
les	CD	L	Lese
let	PG	L	Lesing-Gelimi
leu	PG	L	Kara
lev	ID	L	Lamma
lew	ID	L	Kaili, Ledo
lex	ID	L	Luang
ley	ID	L	Lemolang
lez	RU	L	Lezgi
lfa	CM	L	Lefa
lga	SB	L	Lungga
lgb	SB	N	Laghu
lgg	UG	L	Lugbara
lgh	VN	L	Laghuu
lgi	ID	N	Lengilu
lgk	VU	L	Lingarak
lgl	SB	L	Wala
lgm	CD	L	Lega-Mwenga
lgn	ET	L	Opuuo
lgq	GH	L	Logba
lgr	SB	L	Lengo
lgt	PG	L	Pahi
lgu	SB	L	Longgu
lgz	CD	L	Ligenza
lha	VN	L	Laha
lhh	ID	L	Laha
lhi	CN	L	Lahu Shi
lhl	IN	L	Lohar, Lahul
lhm	NP	L	Lhomi
lhn	MY	L	Lahanan
lhp	BT	L	Lhokpu
lhs	SY	X	Mlahsö
lht	VU	L	Toga
lhu	CN	L	Lahu
lia	SL	L	Limba, West-Central
lib	PG	L	Likum
lic	CN	L	Hlai
lid	PG	L	Nyindrou
lie	CD	L	Likila
lif	NP	L	Limbu
lig	GH	L	Ligbi
lih	PG	L	Lihir
lii	NP	N	Lingkhim
lij	IT	L	Ligurian
lik	CD	L	Lika
lil	CA	L	Lillooet
lim	NL	L	Limburgish
lin	CD	L	Lingala
lio	ID	L	Liki
lip	GH	L	Sekpele
liq	ET	L	Libido
lir	LR	L	Liberian English
lis	CN	L	Lisu
lit	LT	L	Lithuanian
liu	SD	L	Logorik
liv	LV	L	Liv
liw	ID	L	Col
lix	ID	L	Liabuku
liy	CF	L	Banda-Bambari
liz	CD	L	Libinza
lje	ID	L	Rampi
lji	ID	L	Laiyolo
ljl	ID	L	Li'o
ljp	ID	L	Lampung Api
lka	TL	L	Lakalei
lkb	KE	L	Lukabaras
lkc	VN	L	Kucong
lkd	BR	N	Lakondê
lke	UG	L	Kenyi
lkh	BT	L	Lakha
lki	IR	L	Laki
lkj	MY	L	Remun
lkl	PG	L	Laeko-Libuat
lkn	VU	L	Lakon
lko	KE	L	Olukhayo
lkr	SD	L	Päri
lks	KE	L	Olushisa
lkt	US	L	Lakota
lky	SD	L	Lokoya
lla	NG	L	Lala-Roba
llb	MZ	L	Lolo
llc	GN	L	Lele
lld	IT	L	Ladin
lle	PG	L	Lele
llf	PG	X	Hermit
llg	ID	L	Lole
llh	CN	L	Lamu
lli	CG	L	Teke-Laali
llk	MY	X	Lelak
lll	PG	L	Lilau
llm	ID	L	Lasalimu
lln	TD	L	Lele
llo	LA	L	Khlor
llp	VU	L	Efate, North
llq	ID	L	Lolak
lls	LT	L	Lithuanian Sign Language
llu	SB	L	Lau
llx	FJ	L	Lauan
lma	GN	L	Limba, East
lmb	VU	L	Merei
lmc	AU	X	Limilngan
lmd	SD	L	Lumun
lme	TD	L	Pévé
lmf	ID	L	Lembata, South
lmg	PG	L	Lamogai
lmh	NP	L	Lambichhong
lmi	CD	L	Lombi
lmj	ID	L	Lembata, West
lmk	IN	L	Lamkang
lml	VU	L	Hano
lmm	KH	L	Lamam
lmn	IN	L	Lambadi
lmo	IT	L	Lombard
lmp	CM	L	Limbum
lmq	ID	L	Lamatuka
lmr	ID	L	Lamalera
lmu	VU	L	Lamenu
lmv	FJ	L	Lomaiviti
lmw	US	N	Miwok, Lake
lmx	CM	L	Laimbue
lmy	ID	L	Lamboya
lmz	US	X	Lumbee
lna	CF	L	Langbashe
lnb	NA	L	Mbalanhu
lnd	ID	L	Lun Bawang
lnh	MY	L	Lanoh
lni	PG	L	Daantanai'
lnj	AU	X	Leningitij
lnl	CF	L	Banda, South Central
lnm	PG	L	Langam
lnn	VU	L	Lorediakarkar
lno	SD	L	Lango
lns	CM	L	Lamnso'
lnu	NG	L	Longuda
lnz	CD	L	Lonzo
loa	ID	L	Loloda
lob	BF	L	Lobi
loc	PH	L	Inonhan
loe	ID	L	Saluan
lof	SD	L	Logol
log	CD	L	Logo
loh	SD	L	Narim
loi	CI	L	Loma
loj	PG	L	Lou
lok	SL	L	Loko
lol	CD	L	Mongo-Nkundu
lom	LR	L	Loma
lon	MW	L	Lomwe, Malawi
loo	CD	L	Lombo
lop	NG	L	Lopa
loq	CD	L	Lobala
lor	CI	L	Téén
los	PG	L	Loniu
lot	SD	L	Otuho
lou	US	L	Louisiana Creole French
lov	MM	L	Lopi
low	MY	L	Lobu, Tampias
lox	ID	N	Loun
loy	NP	L	Lowa
loz	ZM	L	Lozi
lpa	VU	L	Lelepa
lpe	ID	L	Lepki
lpn	MM	L	Naga, Long Phuri
lpo	CN	L	Lipo
lpx	SD	L	Lopit
lra	MY	L	Bakati', Rara
lrc	IR	L	Luri, Northern
lrg	AU	X	Laragia
lri	KE	L	Olumarachi
lrk	PK	L	Loarki
lrl	IR	L	Lari
lrm	KE	L	Olumarama
lrn	ID	L	Lorang
lro	SD	L	Laro
lrr	NP	L	Lorung, Southern
lrt	ID	L	Malay, Larantuka
lrv	VU	L	Larevat
lsa	IR	L	Lasgerdi
lsd	IL	L	Lishana Deni
lse	CD	L	Lusengo
lsg	FR	L	Lyons Sign Language
lsh	IN	L	Lish
lsi	MM	L	Lashi
lsl	LV	L	Latvian Sign Language
lsm	UG	L	Saamia
lso	LA	L	Laos Sign Language
lsr	PG	L	Aruop
lss	PK	L	Lasi
lti	ID	L	Leti
ltn	BR	N	Latundê
lto	KE	L	Olutsotso
lts	KE	L	Lutachoni
ltu	ID	L	Latu
ltz	LU	L	Luxembourgeois
lua	CD	L	Luba-Kasai
lub	CD	L	Luba-Katanga
luc	UG	L	Aringa
lud	RU	L	Ludian
lue	ZM	L	Luvale
luf	PG	N	Laua
lug	UG	L	Ganda
lui	US	L	Luiseño
luj	CD	L	Luna
luk	BT	L	Lunanakha
lul	SD	L	Olu'bo
lum	AO	L	Luimbi
lun	ZM	L	Lunda
luo	KE	L	Dholuo
lup	GA	L	Lumbu
luq	CU	S	Lucumi
lur	ID	L	Laura
lus	IN	L	Mizo
lut	US	N	Lushootseed
luu	NP	L	Lumba-Yakkha
luv	OM	L	Luwati
luw	CM	N	Luo
luz	IR	L	Luri, Southern
lva	TL	L	Makuv'a
lvk	SB	L	Lavukaleve
lvu	ID	L	Levuka
lwa	CD	L	Lwalu
lwe	ID	L	Lewo Eleng
lwg	KE	L	Oluwanga
lwh	VN	L	Lachi, White
lwl	TH	L	Lawa, Bo Luang
lwm	CN	L	Laomian
lwo	SD	L	Luwo
lwt	ID	L	Lewotobi
lww	VU	L	Lewo
lya	BT	L	Layakha
lyg	IN	L	Lyngngam
lyn	ZM	L	Luyana
lzl	VU	L	Litzlitz
lzn	MM	L	Naga, Leinong
lzz	TR	L	Laz
maa	MX	L	Mazatec, San Jerónimo Tecóatl
mab	MX	L	Mixtec, Yutanduchi
mad	ID	L	Madura
mae	NG	L	Bo-Rukul
maf	CM	L	Mafa
mag	IN	L	Magahi
mah	MH	L	Marshallese
mai	IN	L	Maithili
maj	MX	L	Mazatec, Jalapa de Díaz
mak	ID	L	Makasar
mal	IN	L	Malayalam
mam	GT	L	Mam, Northern
maq	MX	L	Mazatec, Chiquihuitlán
mar	IN	L	Marathi
mas	KE	L	Maasai
mat	MX	N	Matlatzinca, San Francisco
mau	MX	L	Mazatec, Huautla
mav	BR	L	Sateré-Mawé
maw	GH	L	Mampruli
max	ID	L	Malay, North Moluccan
maz	MX	L	Mazahua, Central
mba	PH	L	Higaonon
mbb	PH	L	Manobo, Western Bukidnon
mbc	BR	L	Macushi
mbd	PH	L	Manobo, Dibabawon
mbe	US	X	Molale
mbf	SG	L	Malay, Baba
mbh	PG	L	Mangseng
mbi	PH	L	Manobo, Ilianen
mbj	BR	L	Nadëb
mbk	PG	L	Malol
mbl	BR	L	Maxakalí
mbm	CG	L	Ombamba
mbn	CO	L	Macaguán
mbo	CM	L	Mbo
mbp	CO	L	Malayo
mbq	PG	L	Maisin
mbr	CO	L	Nukak Makú
mbs	PH	L	Manobo, Sarangani
mbt	PH	L	Manobo, Matigsalug
mbu	NG	L	Mbula-Bwazza
mbv	GN	L	Mbulungish
mbw	PG	L	Maring
mbx	PG	L	Mari
mby	PK	L	Memoni
mbz	MX	L	Mixtec, Amoltepec
mca	PY	L	Maka
mcb	PE	L	Machiguenga
